,T7,F8,Cz,P4
15900,541.530029296875,-994.8245849609376,445.9494018554688,338.1019287109375
15901,520.9044799804689,-1019.32470703125,421.9467468261719,338.95086669921875
15902,511.5809020996094,-1030.0843505859377,411.0523986816406,330.55853271484375
15903,531.4323120117189,-1009.1222534179688,434.3258056640625,334.85943603515625
15904,537.86865234375,-998.7814331054688,439.5242614746094,335.6073913574219
15905,517.1533813476561,-1018.5991821289062,425.69036865234375,342.78802490234375
15906,508.9181213378906,-1024.69140625,416.2508544921875,332.121826171875
15907,528.489013671875,-1007.9254760742188,436.2855224609375,334.9080505371094
15908,540.7708129882811,-994.8245849609376,444.34124755859375,339.7212829589844
15909,523.9450073242189,-1017.5856323242188,435.5113525390625,344.7477111816406
15910,515.69482421875,-1028.162109375,419.55694580078125,336.9051513671875
15911,533.4293823242189,-1010.7154541015624,433.3870849609375,335.6260986328125
15912,543.8562622070311,-997.6370239257812,444.6553955078125,338.9808044433594
15913,523.713134765625,-1012.3721923828124,426.561767578125,341.0078125
15914,517.2767944335939,-1029.1044921875,419.0595397949219,340.9068298339844
15915,531.2153930664061,-1011.7999877929688,434.3145751953125,332.8398742675781
15916,550.80126953125,-997.0498657226562,448.099853515625,345.76123046875
15917,522.0638427734375,-1021.0787353515624,429.60980224609375,343.9436340332031
15918,516.83544921875,-1036.1729736328123,415.7085876464844,335.2221984863281
15919,535.9987182617189,-1010.1170654296876,437.067138671875,332.6454162597656
15920,540.0901489257811,-1004.4024658203124,443.1369934082031,342.6047668457031
15921,522.0975341796875,-1015.3043212890624,421.62884521484375,339.2164001464844
15922,515.2460327148439,-1022.3165893554688,407.5406494140625,333.3185729980469
15923,532.5542602539061,-998.8412475585938,435.2046813964844,340.35333251953125
15924,538.6353759765625,-1001.1226196289062,442.3890380859375,342.369140625
15925,520.167724609375,-1018.9320068359376,426.385986328125,342.5411682128906
15926,515.272216796875,-1022.0660400390624,415.2261352539063,335.8841552734375
15927,529.0238037109375,-1007.188720703125,432.7438354492188,331.3065185546875
15928,544.0133056640625,-1002.2221069335938,446.7983703613281,338.99200439453125
15929,522.0787963867189,-1012.9257202148438,421.3258972167969,341.9390563964844
15930,514.9356079101561,-1027.93017578125,412.1257629394531,331.7178955078125
15931,529.3043212890625,-1015.5548706054688,428.4354553222656,327.4469299316406
15932,542.539794921875,-992.0084838867188,440.2198791503906,343.7678527832031
15933,520.6351928710939,-1018.056884765625,424.1271057128906,341.00408935546875
15934,514.5840454101561,-1026.1014404296877,414.1677551269531,332.615478515625
15935,527.9317626953125,-1008.12744140625,435.6198120117188,332.121826171875
15936,543.5233764648439,-999.723876953125,441.6859130859375,335.99261474609375
15937,518.3164672851561,-1012.2525634765624,427.9642333984375,342.451416015625
15938,509.1537170410156,-1024.291259765625,416.3481140136719,333.5317687988281
15939,523.2980346679689,-1009.922607421875,430.5073547363281,330.76422119140625
15940,536.9075317382811,-997.1919555664062,439.3709411621094,339.39593505859375
15941,513.6602783203125,-1020.8094482421876,419.9458923339844,338.5918273925781
15942,508.9106140136719,-1026.09765625,413.5469055175781,336.6358642578125
15943,536.8439331054689,-1010.1207885742188,436.397705078125,336.8827209472656
15944,536.1146850585939,-1007.962890625,444.1542663574219,336.12725830078125
15945,515.0702514648439,-1021.6770629882812,425.0807800292969,342.78802490234375
15946,505.3839111328125,-1027.9564208984377,410.2408447265625,331.94976806640625
15947,525.4970703125,-1014.8367919921876,432.62042236328125,331.88995361328125
15948,541.2046508789061,-1007.4916381835938,442.3591003417969,343.2742004394531
15949,519.0607299804689,-1019.0404663085938,425.3836975097656,340.3458557128906
15950,509.93536376953125,-1029.100830078125,415.716064453125,333.296142578125
15951,529.3978271484375,-1013.105224609375,440.6013488769531,332.9371032714844
15952,541.4103393554689,-1001.7135009765624,448.8740234375,341.5314025878906
15953,515.8555908203125,-1018.5430297851562,425.90728759765625,340.6712341308594
15954,511.6295471191406,-1023.808837890625,417.5299072265625,334.1226501464844
15955,524.9847412109375,-1013.5316162109376,438.0918884277344,337.533447265625
15956,532.3560791015625,-1005.1990966796876,446.4430847167969,340.6076354980469
15957,516.248291015625,-1024.3623046875,430.2081604003906,342.2681579589844
15958,507.4034423828125,-1033.491455078125,418.4050598144531,334.5415344238281
15959,531.2864379882811,-1012.3273315429688,435.99005126953125,334.5976257324219
15960,545.2213134765625,-1008.7781982421876,442.3067626953125,335.678466796875
15961,527.5689697265625,-1026.41552734375,429.1610107421875,342.35791015625
15962,519.0419921875,-1035.8924560546877,412.6044616699219,330.3453674316406
15963,531.5370483398439,-1013.8943481445312,431.73779296875,324.98236083984375
15964,542.6183471679689,-1005.6254272460938,444.0794677734375,334.0403747558594
15965,522.8342895507811,-1023.5432739257812,428.2447204589844,333.31109619140625
15966,514.7822875976561,-1032.8369140625,418.4835815429688,338.8760681152344
15967,537.0234375,-1022.04736328125,448.0960998535156,345.2900085449219
15968,545.8346557617189,-1014.4441528320312,449.3601989746094,342.9189147949219
15969,525.9795532226561,-1026.3033447265623,424.26171875,337.5932922363281
15970,516.5961303710939,-1033.9365234375,420.7088317871094,338.83868408203125
15971,534.9963989257811,-1012.3273315429688,443.9897155761719,335.7158508300781
15972,546.6724243164061,-1011.3587036132812,453.4591369628906,345.5218811035156
15973,530.860107421875,-1034.0748291015623,434.0639953613281,344.92724609375
15974,520.2425537109375,-1040.6458740234377,424.4038391113281,339.2724914550781
15975,536.7205200195311,-1024.3922119140623,443.346435546875,336.82659912109375
15976,550.8648071289061,-1013.4642944335938,452.666259765625,347.5227355957031
15977,525.4335327148439,-1028.1322021484377,430.3091430664063,343.7080383300781
15978,513.6491088867189,-1040.9039306640623,415.9965515136719,332.69403076171875
15979,541.5001220703125,-1024.515625,440.1488342285156,332.2676696777344
15980,550.3861083984375,-1016.2953491210938,450.1941833496094,340.3346252441406
15981,536.6980590820311,-1036.1654052734377,434.05279541015625,344.22412109375
15982,518.3800659179689,-1045.4591064453123,418.4611511230469,332.7613525390625
15983,538.126708984375,-1030.89599609375,447.0078125,336.1085510253906
15984,545.9767456054689,-1015.2033081054688,452.3034973144531,337.7428894042969
15985,528.9190673828125,-1035.4361572265623,433.66009521484375,341.3406677246094
15986,517.9536743164061,-1041.670654296875,423.3791198730469,338.543212890625
15987,532.3448486328125,-1026.916748046875,439.20635986328125,336.0599365234375
15988,546.2572631835939,-1014.6572875976562,448.9637756347656,344.22039794921875
15989,531.9708251953125,-1029.26904296875,437.1643981933594,350.45855712890625
15990,522.8230590820311,-1041.6781005859377,427.9604797363281,345.13665771484375
15991,542.8539428710939,-1028.2144775390623,440.2759704589844,337.91119384765625
15992,551.30615234375,-1020.757080078125,449.9585876464844,344.5869140625
15993,532.5355834960939,-1032.5826416015623,434.1949157714844,345.24139404296875
15994,517.0972900390625,-1047.5833740234377,422.0888366699219,336.59100341796875
15995,538.1229858398439,-1036.917236328125,442.28057861328125,341.67352294921875
15996,544.2377319335939,-1024.59423828125,451.0394287109375,342.5860595703125
15997,531.5370483398439,-1033.8916015625,435.1784973144531,347.7284240722656
15998,518.3463745117189,-1047.0523681640623,423.62969970703125,340.069091796875
15999,538.137939453125,-1029.13818359375,440.2460632324219,339.3398132324219
16000,546.0440673828125,-1028.2069091796877,453.1412353515625,343.4088439941406
16001,534.3643798828125,-1037.0966796875,441.0314331054688,347.6498718261719
16002,526.5330200195311,-1052.0712890625,434.0677490234375,341.36309814453125
16003,545.4681396484375,-1034.89013671875,448.8141784667969,338.5768737792969
16004,555.240478515625,-1025.7274169921877,456.77642822265625,342.9750061035156
16005,535.3890991210939,-1042.72900390625,431.0982666015625,339.7923583984375
16006,518.1743774414061,-1047.4637451171877,414.0405883789063,327.76483154296875
16007,534.15869140625,-1033.117431640625,431.7265625,326.9383239746094
16008,548.6058959960939,-1022.3353271484376,449.614501953125,336.95751953125
16009,525.7476806640625,-1038.92919921875,428.6673278808594,340.2486267089844
16010,516.424072265625,-1044.501708984375,421.3820190429688,338.8985290527344
16011,540.9840087890625,-1029.302734375,441.6148681640625,334.7173156738281
16012,551.9755859375,-1017.81005859375,460.89404296875,347.6498718261719
16013,528.982666015625,-1036.7637939453123,438.0769348144531,344.6504821777344
16014,516.786865234375,-1039.0863037109377,426.9357604980469,339.5455322265625
16015,537.6592407226561,-1028.8875732421877,448.6383972167969,336.9425354003906
16016,552.4318237304689,-1023.3488159179688,453.9154052734375,342.6459045410156
16017,530.6431884765625,-1033.83544921875,442.7630310058594,348.0799560546875
16018,512.8936157226561,-1045.0926513671877,426.9806518554688,334.3769836425781
16019,536.00244140625,-1025.6226806640623,443.8999328613281,339.739990234375
16020,544.3723754882811,-1019.7697143554688,449.6332092285156,339.19769287109375
16021,532.6103515625,-1035.4024658203123,432.26885986328125,344.8262634277344
16022,512.867431640625,-1042.5869140625,416.04144287109375,334.2947082519531
16023,533.1301879882811,-1030.1666259765623,438.604248046875,333.5354919433594
16024,541.4963989257811,-1020.2858276367188,452.7073974609375,345.174072265625
16025,526.458251953125,-1030.877197265625,432.3436584472656,344.141845703125
16026,524.7416381835939,-1041.154541015625,423.1472473144531,339.6651916503906
16027,535.14599609375,-1025.7647705078123,433.263671875,332.8772888183594
16028,542.15087890625,-1015.8652954101562,448.51123046875,344.90106201171875
16029,524.4199829101561,-1032.6424560546877,429.5088195800781,339.67266845703125
16030,522.8155517578125,-1047.156982421875,427.8333435058594,332.3275146484375
16031,541.5973510742189,-1028.0648193359377,439.37841796875,329.5001525878906
16032,554.780517578125,-1014.6572875976562,453.42919921875,340.48797607421875
16033,532.4719848632811,-1028.023681640625,438.2975769042969,340.44683837890625
16034,521.8095703125,-1040.6795654296877,426.97314453125,334.29095458984375
16035,538.0818481445311,-1028.2742919921877,441.3605651855469,329.892822265625
16036,546.5339965820311,-1017.9671020507812,454.0949096679688,339.0892639160156
16037,521.6898803710939,-1032.8033447265623,433.3272399902344,336.9388122558594
16038,514.1651611328125,-1044.6812744140623,422.24591064453125,330.5548095703125
16039,534.697265625,-1026.673583984375,441.9888610839844,334.43682861328125
16040,544.533203125,-1014.8779296875,446.738525390625,338.1729736328125
16041,533.8744506835939,-1031.9132080078123,438.8174133300781,344.5569763183594
16042,513.7650146484375,-1042.1156005859377,427.8370666503906,333.1951599121094
16043,529.135986328125,-1023.490966796875,437.2765808105469,327.5254821777344
16044,545.767333984375,-1011.2240600585938,451.0469055175781,342.017578125
16045,527.5764770507811,-1032.728515625,435.2645263671875,343.3602294921875
16046,518.9036254882811,-1043.4208984375,424.9498596191406,335.7158508300781
16047,526.2787475585939,-1029.02978515625,439.9992370605469,327.99298095703125
16048,544.6341552734375,-1016.61328125,449.8426513671875,343.40509033203125
16049,521.5814208984375,-1031.404541015625,429.7556457519531,342.46636962890625
16050,511.0685424804688,-1041.2891845703123,418.9996948242188,331.4785461425781
16051,529.603515625,-1023.4011840820312,443.36138916015625,337.9149169921875
16052,543.9871215820311,-1013.55029296875,449.3863830566406,347.1749267578125
16053,527.6699829101561,-1029.8487548828123,429.5910949707031,344.6654357910156
16054,511.6893615722656,-1032.5452880859377,418.7042541503906,338.1505432128906
16055,537.9397583007811,-1013.9766235351562,447.3855285644531,337.5521545410156
16056,549.0621948242189,-1013.4866943359376,455.76666259765625,340.3084716796875
16057,534.9515380859375,-1024.52685546875,437.9647216796875,344.2054443359375
16058,516.6597290039061,-1036.7003173828123,421.8569641113281,332.1405029296875
16059,542.1957397460939,-1013.890625,446.76470947265625,339.81854248046875
16060,539.3421630859375,-1004.3463745117188,450.63177490234375,334.2535705566406
16061,518.136962890625,-1016.860107421875,433.6413879394531,340.4543151855469
16062,515.1151123046875,-1030.570556640625,422.94903564453125,332.4172668457031
16063,538.9307861328125,-1015.76806640625,451.13665771484375,341.0601806640625
16064,539.4618530273439,-1013.22119140625,452.8719787597656,338.47589111328125
16065,528.279541015625,-1026.1649169921877,445.1378479003906,348.1547546386719
16066,518.5408935546875,-1037.5828857421877,425.2901916503906,334.6873779296875
16067,537.490966796875,-1022.7803344726562,447.50146484375,330.68194580078125
16068,544.6677856445311,-1008.6248168945312,455.9723510742188,337.1145935058594
16069,530.332763671875,-1025.7498779296877,435.9264831542969,338.1804504394531
16070,517.2019653320311,-1036.9471435546877,423.8802490234375,330.4575500488281
16071,537.5844116210939,-1022.4176025390624,443.7989807128906,330.9886169433594
16072,548.6283569335939,-1016.07470703125,450.3924255371094,337.099609375
16073,532.4046630859375,-1024.4034423828123,429.96881103515625,341.9914245605469
16074,514.262451171875,-1035.3651123046877,424.7591247558594,333.8646240234375
16075,536.1669921875,-1019.4481201171876,444.0196228027344,337.85882568359375
16076,546.7396850585939,-1011.1006469726562,453.863037109375,340.21868896484375
16077,529.2033081054689,-1026.2772216796877,435.8329772949219,343.4237976074219
16078,518.24169921875,-1041.382568359375,425.0284118652344,334.84820556640625
16079,535.5536499023439,-1017.6043090820312,441.6522521972656,330.6482849121094
16080,543.6243896484375,-1014.0850830078124,454.3753967285156,338.43475341796875
16081,529.6708374023439,-1025.8470458984377,437.9534912109375,342.3055725097656
16082,510.4776306152344,-1035.3426513671877,421.7279357910156,332.3873596191406
16083,534.4241943359375,-1019.0853271484376,446.2355041503906,331.4112243652344
16084,542.6744384765625,-1017.4173583984376,451.3143005371094,340.0167541503906
16085,526.4881591796875,-1034.08984375,436.07794189453125,343.2742004394531
16086,517.7180786132811,-1042.1829833984377,426.2794189453125,337.8326416015625
16087,530.919921875,-1020.9963989257812,438.4565124511719,332.0096130371094
16088,547.9925537109375,-1004.5408935546876,459.6019287109375,344.5981140136719
16089,529.0986328125,-1026.6175537109377,440.9547729492188,345.88092041015625
16090,522.2246704101561,-1039.2508544921877,422.4534912109375,339.4744567871094
16091,536.9337158203125,-1029.2503662109377,443.2847290039063,338.67413330078125
16092,548.6134033203125,-1019.3284301757812,453.3338317871094,343.75665283203125
16093,528.0439453125,-1029.6767578125,430.9318542480469,339.5043640136719
16094,517.115966796875,-1039.1424560546877,419.1436767578125,326.8448181152344
16095,535.2881469726561,-1024.57177734375,431.9303894042969,325.3301696777344
16096,549.8326416015625,-1006.6052856445312,446.2991027832031,332.4210205078125
16097,525.2951049804689,-1016.7105102539062,429.4770202636719,331.1195373535156
16098,514.909423828125,-1035.7166748046877,416.3612060546875,327.5815734863281
16099,534.7982177734375,-1023.655517578125,437.9067687988281,322.6897888183594
16100,545.5952758789061,-1012.5704345703124,455.5291748046875,334.7322692871094
16101,527.5203857421875,-1023.973388671875,432.19219970703125,337.6456604003906
16102,513.4508666992189,-1034.1646728515623,417.0643005371094,331.2840881347656
16103,532.6964111328125,-1007.6449584960938,439.6794738769531,332.802490234375
16104,547.6821899414061,-999.922119140625,456.0340576171875,338.6666259765625
16105,534.35693359375,-1027.0849609375,434.3912353515625,338.4197998046875
16106,519.1654052734375,-1037.870849609375,425.5688171386719,333.6551818847656
16107,542.2705078125,-1026.1387939453123,445.40899658203125,328.36322021484375
16108,557.4283447265625,-1011.7962646484376,458.0947265625,336.8004455566406
16109,536.20068359375,-1033.951416015625,440.898681640625,341.4378967285156
16110,524.5321655273439,-1043.174072265625,426.07745361328125,334.2273864746094
16111,537.9771118164061,-1028.5548095703123,440.9585266113281,327.0879211425781
16112,552.1849975585939,-1012.9705810546876,455.4356689453125,339.41461181640625
16113,529.2893676757811,-1029.8338623046877,431.732177734375,337.9074401855469
16114,516.1510620117189,-1037.30615234375,426.0026550292969,335.1548767089844
16115,530.4150390625,-1030.3199462890623,436.8820190429688,328.85687255859375
16116,534.8880004882811,-1016.6431884765624,449.8931274414063,340.36456298828125
16117,518.4586181640625,-1029.4598388671877,427.3714599609375,336.8415832519531
16118,507.2388916015625,-1039.890380859375,414.97369384765625,330.34161376953125
16119,530.1644897460939,-1019.878173828125,431.55267333984375,323.9015197753906
16120,540.883056640625,-1009.7318725585938,447.2789306640625,335.3194274902344
16121,526.2749633789061,-1027.2906494140623,428.0334167480469,332.5294494628906
16122,508.7236328125,-1034.9649658203123,417.4607238769531,322.4915771484375
16123,530.673095703125,-1019.17138671875,438.3854675292969,330.3565979003906
16124,542.364013671875,-1008.5650024414062,450.2820739746094,336.2057800292969
16125,527.7672119140625,-1027.1260986328123,435.4010314941406,335.24090576171875
16126,518.3164672851561,-1036.2552490234377,431.6723327636719,332.89971923828125
16127,544.3910522460939,-1022.6793823242188,448.8048095703125,330.5211486816406
16128,550.1430053710939,-1020.0838623046876,455.3758239746094,340.7011413574219
16129,524.2591552734375,-1030.757568359375,434.7427978515625,344.1194152832031
16130,512.175537109375,-1039.351806640625,424.3683166503906,336.7742614746094
16131,538.5269165039061,-1023.0047607421876,439.44384765625,332.7052307128906
16132,552.024169921875,-1012.18896484375,452.1071472167969,339.915771484375
16133,529.322998046875,-1029.2728271484377,433.4824523925781,338.63671875
16134,513.5032348632811,-1035.1856689453123,415.7702941894531,329.8741455078125
16135,531.0919799804689,-1017.4846801757812,433.01123046875,327.4805908203125
16136,545.0604858398439,-1002.7457275390624,449.5602722167969,337.0697021484375
16137,524.9136352539061,-1024.268798828125,429.4396362304688,336.5311584472656
16138,514.7485961914061,-1030.3536376953123,422.4871520996094,328.45672607421875
16139,531.8623657226561,-1013.8046264648438,437.4878845214844,324.481201171875
16140,539.42822265625,-1008.4116821289062,445.0761413574219,329.0251770019531
16141,525.7514038085939,-1026.5614013671877,431.7994995117188,331.69921875
16142,518.1406860351561,-1034.396484375,420.7555847167969,326.9869384765625
16143,539.6077270507811,-1015.7044677734376,441.5082702636719,327.6339416503906
16144,549.0435180664061,-1010.8762817382812,455.1327209472656,337.6643371582031
16145,528.2833251953125,-1032.23486328125,433.3627624511719,332.9745178222656
16146,520.2537231445311,-1037.3621826171877,426.2195739746094,331.0484619140625
16147,547.4315795898439,-1019.5154418945312,449.9380187988281,335.4540710449219
16148,551.2313232421875,-1008.5051879882812,453.5208435058594,339.9756164550781
16149,532.5804443359375,-1022.9037475585938,438.0189514160156,343.55096435546875
16150,516.9065551757811,-1031.90576171875,427.9025268554688,335.25958251953125
16151,535.097412109375,-1025.07666015625,440.1581726074219,328.40435791015625
16152,546.1563110351561,-1015.300537109375,458.45751953125,342.95257568359375
16153,522.8267822265625,-1030.2264404296877,435.8498229980469,340.51788330078125
16154,516.3193969726561,-1035.3875732421877,426.91143798828125,337.0509948730469
16155,529.7493286132811,-1019.2686157226562,444.6647644042969,333.2998962402344
16156,537.69287109375,-1007.9441528320312,451.1871337890625,335.9776611328125
16157,518.619384765625,-1023.6255493164062,433.0523681640625,338.6292419433594
16158,513.5144653320311,-1029.8824462890623,418.4817199707031,329.5300598144531
16159,530.0111694335939,-1011.788818359375,436.0293273925781,326.02203369140625
16160,539.2823486328125,-1009.3877563476562,445.2481689453125,329.3916931152344
16161,525.1417846679689,-1024.92333984375,427.4649658203125,329.2869567871094
16162,519.6067504882811,-1040.70947265625,416.58184814453125,324.0660705566406
16163,540.378173828125,-1018.4345703125,434.78021240234375,321.9754638671875
16164,551.1677856445311,-1005.1205444335938,448.5617370605469,330.1434020996094
16165,525.5344848632811,-1022.8327026367188,427.319091796875,324.21942138671875
16166,516.9588623046875,-1030.1553955078123,410.9757385253906,321.2349548339844
16167,535.239501953125,-1016.6544189453124,436.474365234375,327.85833740234375
16168,549.9784545898439,-1004.0060424804688,451.7144775390625,342.4963073730469
16169,537.6405639648439,-1024.9158935546877,442.6340026855469,341.8941650390625
16170,530.0372924804689,-1035.9971923828123,427.9137573242188,337.2342529296875
16171,541.9002685546875,-1018.1316528320312,450.218505859375,339.2650146484375
16172,554.4027709960939,-1011.3662109375,462.3544921875,343.5247802734375
16173,532.2550659179689,-1027.8404541015623,434.9522399902344,345.92578125
16174,520.672607421875,-1044.5390625,422.23284912109375,333.812255859375
16175,526.5217895507811,-1022.4849243164062,442.79107666015625,327.95556640625
16176,540.5464477539061,-1017.0283813476562,448.8646545410156,337.6867980957031
16177,523.64208984375,-1027.717041015625,427.8052978515625,337.0622253417969
16178,511.33782958984375,-1034.9874267578123,412.236083984375,324.2642822265625
16179,528.2459106445311,-1009.32421875,434.87744140625,325.0608825683594
16180,541.765625,-1009.44384765625,443.5502624511719,328.7933044433594
16181,524.1207885742189,-1017.8025512695312,425.31451416015625,332.2003479003906
16182,511.31536865234375,-1030.2003173828123,419.7383117675781,326.6653137207031
16183,526.8659057617189,-1017.5856323242188,433.0747985839844,323.7369689941406
16184,545.33349609375,-1004.9111328125,444.89288330078125,332.34246826171875
16185,521.2560424804689,-1019.7211303710938,427.6818542480469,335.95147705078125
16186,512.3588256835939,-1027.761962890625,418.9080505371094,326.2726135253906
16187,537.2029418945311,-1016.3926391601562,441.50079345703125,331.9647521972656
16188,544.8772583007811,-1010.3900756835938,450.6710205078125,333.7374572753906
16189,523.5523071289061,-1026.37060546875,437.11016845703125,341.5126953125
16190,520.8184814453125,-1041.4349365234377,427.659423828125,342.1297912597656
16191,538.2650756835939,-1025.47314453125,449.5827331542969,340.3196716308594
16192,549.2155151367189,-1014.642333984375,456.9615478515625,349.3664855957031
16193,525.8635864257811,-1027.8330078125,436.3771362304688,341.5837707519531
16194,517.2431030273439,-1038.701171875,425.31451416015625,334.1451110839844
16195,532.8833618164061,-1021.8677978515624,444.9228210449219,332.181640625
16196,540.23974609375,-1007.2859497070312,455.7872314453125,338.1243591308594
16197,519.0719604492189,-1025.7535400390623,437.682373046875,339.4071350097656
16198,510.8927612304688,-1038.8619384765623,426.6683654785156,329.223388671875
16199,523.4401245117189,-1022.6980590820312,440.3863220214844,329.1897277832031
16200,544.7874755859375,-1003.2019653320312,458.4313354492188,337.3277587890625
16201,519.8572998046875,-1021.3143310546876,437.24853515625,337.697998046875
16202,514.239990234375,-1038.3345947265623,424.2149963378906,326.687744140625
16203,537.7228393554689,-1020.13623046875,436.1490173339844,327.3646545410156
16204,548.8116455078125,-1011.8150024414062,451.03753662109375,337.0210876464844
16205,522.7632446289061,-1023.1019897460938,431.2347717285156,338.53948974609375
16206,519.5132446289061,-1043.6527099609377,426.1859130859375,334.56396484375
16207,533.2125244140625,-1029.09326171875,438.5724487304688,328.6025695800781
16208,542.83154296875,-1016.5571899414062,455.3346862792969,339.41461181640625
16209,527.8008422851561,-1036.93212890625,440.1768798828125,344.81878662109375
16210,518.1668701171875,-1040.144775390625,428.1830139160156,334.7509765625
16211,534.2896118164061,-1029.538330078125,444.8293151855469,334.2423400878906
16212,549.1444702148439,-1015.43896484375,458.4275817871094,348.1024169921875
16213,522.2433471679689,-1036.741455078125,440.1319885253906,341.0938415527344
16214,517.3740234375,-1044.96923828125,428.2279052734375,332.6902770996094
16215,535.4227905273439,-1023.6367797851562,438.0750427246094,334.73974609375
16216,541.5150756835939,-1005.72265625,449.878173828125,336.75555419921875
16217,523.5560913085939,-1026.3594970703123,432.1622619628906,339.3585205078125
16218,509.0976257324219,-1034.3814697265623,422.2777099609375,332.7613525390625
16219,530.6319580078125,-1022.4849243164062,438.5687255859375,329.9938049316406
16220,540.3108520507811,-1007.8207397460938,445.311767578125,335.0277099609375
16221,524.0908813476561,-1027.7208251953123,426.47015380859375,332.1031188964844
16222,514.6550903320311,-1035.11083984375,416.2452697753906,320.27008056640625
16223,536.8701171875,-1018.1204223632812,429.79864501953125,321.1489562988281
16224,547.38671875,-1010.6780395507812,440.6219177246094,326.9682312011719
16225,524.0460205078125,-1023.4236450195312,431.5975341796875,335.2895202636719
16226,517.994873046875,-1031.8084716796877,424.5179138183594,331.9049072265625
16227,532.9993286132811,-1021.568603515625,441.4110412597656,331.5608215332031
16228,545.8795166015625,-1012.2675170898438,455.80218505859375,339.9681396484375
16229,526.4320678710939,-1027.081298828125,445.1995544433594,346.1763610839844
16230,514.0343017578125,-1044.5166015625,436.3247680664063,341.0265197753906
16231,532.1092529296875,-1021.9389038085938,457.16351318359375,338.2215881347656
16232,539.09912109375,-1012.3161010742188,465.5820007324219,347.8443603515625
16233,523.066162109375,-1031.1763916015623,450.899169921875,349.4450378417969
16234,517.5011596679689,-1032.0440673828123,440.3302001953125,342.0400390625
16235,530.07470703125,-1023.0234375,455.3496398925781,336.10107421875
16236,543.9086303710939,-1018.5991821289062,462.0478210449219,338.0458068847656
16237,525.2427978515625,-1031.9617919921877,441.9794921875,336.6695251464844
16238,522.5687255859375,-1040.00634765625,431.4329833984375,331.87872314453125
16239,535.4788818359375,-1025.9293212890623,442.8957824707031,326.84857177734375
16240,553.0264892578125,-1016.9386596679688,460.37982177734375,333.4681701660156
16241,527.9653930664061,-1029.9310302734377,436.9830017089844,329.8816223144531
16242,519.4833374023439,-1041.8201904296877,424.267333984375,324.5597229003906
16243,541.9900512695311,-1026.94287109375,439.69818115234375,320.6178894042969
16244,553.1349487304689,-1013.9990844726562,453.1281433105469,335.0277099609375
16245,530.5870971679689,-1030.7164306640623,434.1556396484375,333.55419921875
16246,516.0126953125,-1035.993408203125,420.9425659179688,330.8352966308594
16247,537.7714233398439,-1024.033203125,439.3017272949219,324.22314453125
16248,547.2109375,-1014.1187744140624,447.02838134765625,331.5458679199219
16249,528.2010498046875,-1029.844970703125,433.5086364746094,339.4632263183594
16250,518.4623413085939,-1038.435546875,421.4212646484375,329.7357482910156
16251,536.600830078125,-1018.5879516601562,443.3819580078125,328.59881591796875
16252,540.6549072265625,-1015.4725952148438,447.6791076660156,333.14654541015625
16253,530.5496826171875,-1028.319091796875,433.0972595214844,339.49688720703125
16254,520.9157104492189,-1038.6337890625,427.2704772949219,338.4310302734375
16255,537.9920654296875,-1027.62353515625,444.8741760253906,329.5151062011719
16256,550.3375244140625,-1012.0991821289062,457.5299987792969,338.32257080078125
16257,530.2916259765625,-1027.705810546875,436.8633117675781,334.9230041503906
16258,517.8041381835939,-1034.314208984375,423.6390380859375,329.91900634765625
16259,537.0084838867189,-1018.5767211914062,441.6242065429688,327.49554443359375
16260,546.8444213867189,-1011.34375,450.5550842285156,334.9566650390625
16261,521.4617309570311,-1027.07373046875,426.6720886230469,330.02374267578125
16262,513.4508666992189,-1035.5521240234377,417.29241943359375,323.7818298339844
16263,538.3399047851561,-1020.7421264648438,438.7968444824219,329.2159118652344
16264,553.1237182617189,-1011.5569458007812,451.9837341308594,338.7002868652344
16265,528.302001953125,-1029.2840576171877,433.2281494140625,335.1324462890625
16266,521.5851440429689,-1036.7115478515623,428.08203125,331.6281433105469
16267,534.64111328125,-1020.0277709960938,448.0456237792969,328.0079345703125
16268,552.7086181640625,-1009.0623779296876,462.3395080566406,345.06561279296875
16269,523.6533203125,-1031.142822265625,434.7914123535156,333.4382629394531
16270,520.683837890625,-1032.1787109375,421.3502197265625,330.8801574707031
16271,539.27490234375,-1011.8187255859376,447.3687133789063,334.4293212890625
16272,543.3775634765625,-1011.5606689453124,453.28521728515625,335.13616943359375
16273,524.0946044921875,-1027.6534423828123,431.03656005859375,337.3913269042969
16274,513.2900390625,-1030.03955078125,426.74688720703125,332.18914794921875
16275,526.9780883789061,-1016.7852783203124,445.1546936035156,332.38360595703125
16276,542.4724731445311,-1001.6162719726562,447.9222106933594,333.9244384765625
16277,520.6314697265625,-1020.6224365234376,432.7718811035156,340.2074890136719
16278,514.62890625,-1030.0919189453123,420.32550048828125,333.8047790527344
16279,534.3980712890625,-1011.1380615234376,437.5252990722656,329.4776916503906
16280,547.5662231445311,-1002.4913940429688,453.3936767578125,338.41607666015625
16281,527.9691772460939,-1027.7095947265623,428.92724609375,333.71875
16282,519.2850952148439,-1037.7548828125,421.3502197265625,330.1845397949219
16283,533.9548950195311,-1019.3639526367188,437.2186279296875,327.8452453613281
16284,548.12158203125,-1003.686279296875,452.75042724609375,335.4970703125
16285,527.6942749023439,-1021.162841796875,429.8921508789063,335.8299255371094
16286,515.7976684570311,-1028.593994140625,420.2955627441406,326.5923767089844
16287,535.3199462890625,-1009.0306396484376,443.2398681640625,332.63604736328125
